"SYSTEM", "1", "SYSTEM", "System Start", " "
"main", "180", "se/hig/oodp/lab/model/figure/Figure.java:38", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=38"
"main", "181", "se/hig/oodp/lab/model/figure/Figure.java:38", "Method Call", " caller=se.hig.oodp.lab.model.figure.Figure:1#se.hig.oodp.lab.model.figure.Figure:1, target=se.hig.oodp.lab.model.simplefigure.SimpleFigure:2#se.hig.oodp.lab.model.simplefigure.SimpleFigure:2"
"main", "182", "se/hig/oodp/lab/model/simplefigure/SimpleFigure.java:23", "Method Entered", " "
"main", "183", "se/hig/oodp/lab/model/simplefigure/SimpleFigure.java:23", "Variable Write", " context=se.hig.oodp.lab.model.simplefigure.SimpleFigure:2#se.hig.oodp.lab.model.simplefigure.SimpleFigure:2, position=se.hig.oodp.lab.model.Vertex2D:4"
"main", "184", "se/hig/oodp/lab/model/simplefigure/SimpleFigure.java:23", "Line Step", " file=se/hig/oodp/lab/model/simplefigure/SimpleFigure.java, line=23"
"main", "185", "se/hig/oodp/lab/model/simplefigure/SimpleFigure.java:25", "Line Step", " file=se/hig/oodp/lab/model/simplefigure/SimpleFigure.java, line=25"
"main", "186", "se/hig/oodp/lab/model/simplefigure/SimpleFigure.java:25", "Field Write", " context=se.hig.oodp.lab.model.simplefigure.SimpleFigure:2, position=se.hig.oodp.lab.model.Vertex2D:4"
"main", "187", "se/hig/oodp/lab/model/simplefigure/SimpleFigure.java:26", "Line Step", " file=se/hig/oodp/lab/model/simplefigure/SimpleFigure.java, line=26"
"main", "188", "se/hig/oodp/lab/model/simplefigure/SimpleFigure.java:26", "Method Exit", " returner=se.hig.oodp.lab.model.simplefigure.SimpleFigure:2#se.hig.oodp.lab.model.simplefigure.SimpleFigure:2, value=<void>"
"main", "189", "se/hig/oodp/lab/model/figure/Figure.java:38", "Method Returned", " "
"main", "190", "se/hig/oodp/lab/model/figure/Figure.java:40", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=40"
"main", "191", "se/hig/oodp/lab/model/figure/Figure.java:40", "Field Write", " context=se.hig.oodp.lab.model.figure.Figure:1, vertices=java.util.ArrayList (id=109)"
"main", "192", "se/hig/oodp/lab/model/figure/Figure.java:41", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=41"
"main", "193", "se/hig/oodp/lab/model/figure/Figure.java:41", "Method Exit", " returner=se.hig.oodp.lab.model.figure.Figure:1#se.hig.oodp.lab.model.figure.Figure:1, value=<void>"
"main", "194", "se/hig/oodp/lab/model/figure/Figure.java:48", "Method Returned", " "
"main", "195", "se/hig/oodp/lab/model/figure/Figure.java:49", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=49"
"main", "196", "se/hig/oodp/lab/model/figure/Figure.java:49", "Method Exit", " returner=se.hig.oodp.lab.model.figure.Figure:1#se.hig.oodp.lab.model.figure.Figure:1, value=<void>"
"main", "197", "se/hig/oodp/lab/model/figure/Line.java:30", "Method Returned", " "
"main", "198", "se/hig/oodp/lab/model/figure/Line.java:31", "Line Step", " file=se/hig/oodp/lab/model/figure/Line.java, line=31"
"main", "199", "se/hig/oodp/lab/model/figure/Line.java:31", "Field Write", " context=se.hig.oodp.lab.model.figure.Line:1, v0=se.hig.oodp.lab.model.Vertex2D:2"
"main", "200", "se/hig/oodp/lab/model/figure/Line.java:32", "Line Step", " file=se/hig/oodp/lab/model/figure/Line.java, line=32"
"main", "201", "se/hig/oodp/lab/model/figure/Line.java:32", "Field Write", " context=se.hig.oodp.lab.model.figure.Line:1, v1=se.hig.oodp.lab.model.Vertex2D:3"
"main", "202", "se/hig/oodp/lab/model/figure/Line.java:34", "Line Step", " file=se/hig/oodp/lab/model/figure/Line.java, line=34"
"main", "203", "se/hig/oodp/lab/model/figure/Line.java:34", "Method Call", " caller=se.hig.oodp.lab.model.figure.Line:1#se.hig.oodp.lab.model.figure.Line:1, target=se.hig.oodp.lab.model.figure.Figure:1#addVerticesToList:1"
"main", "204", "se/hig/oodp/lab/model/figure/Figure.java:118", "Method Entered", " "
"main", "205", "se/hig/oodp/lab/model/figure/Figure.java:118", "New Object", " object=se.hig.oodp.lab.model.Vertex2D[]:1"
"main", "206", "se/hig/oodp/lab/model/figure/Figure.java:118", "Field Write", " context=se.hig.oodp.lab.model.Vertex2D[]:1, 0=se.hig.oodp.lab.model.Vertex2D:2"
"main", "207", "se/hig/oodp/lab/model/figure/Figure.java:118", "Field Write", " context=se.hig.oodp.lab.model.Vertex2D[]:1, 1=se.hig.oodp.lab.model.Vertex2D:3"
"main", "208", "se/hig/oodp/lab/model/figure/Figure.java:118", "Variable Write", " context=se.hig.oodp.lab.model.figure.Figure:1#addVerticesToList:1, newVertices=se.hig.oodp.lab.model.Vertex2D[]:1"
"main", "209", "se/hig/oodp/lab/model/figure/Figure.java:120", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=120"
"main", "210", "se/hig/oodp/lab/model/figure/Figure.java:120", "Variable Write", " context=se.hig.oodp.lab.model.figure.Figure:1#addVerticesToList:1, i=0"
"main", "211", "se/hig/oodp/lab/model/figure/Figure.java:121", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=121"
"main", "212", "se/hig/oodp/lab/model/figure/Figure.java:124", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=124"
"main", "213", "se/hig/oodp/lab/model/figure/Figure.java:124", "Field Read", " context=se.hig.oodp.lab.model.figure.Figure:1, vertices"
"main", "214", "se/hig/oodp/lab/model/figure/Figure.java:125", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=125"
"main", "215", "se/hig/oodp/lab/model/figure/Figure.java:125", "Field Read", " context=se.hig.oodp.lab.utility.DebugLogger, log"
"main", "216", "se/hig/oodp/lab/model/figure/Figure.java:125", "Method Call", " caller=se.hig.oodp.lab.model.figure.Figure:1#addVerticesToList:1, target=se.hig.oodp.lab.model.Vertex2D:2#toString:1"
"main", "217", "se/hig/oodp/lab/model/Vertex2D.java:149", "Method Entered", " "
"main", "218", "se/hig/oodp/lab/model/Vertex2D.java:151", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=151"
"main", "219", "se/hig/oodp/lab/model/Vertex2D.java:151", "Field Read", " context=se.hig.oodp.lab.model.Vertex2D:2, x"
"main", "220", "se/hig/oodp/lab/model/Vertex2D.java:151", "Field Read", " context=se.hig.oodp.lab.model.Vertex2D:2, y"
"main", "221", "se/hig/oodp/lab/model/Vertex2D.java:151", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:2#toString:1, result=""(-2.0, 2.0)"""
"main", "222", "se/hig/oodp/lab/model/Vertex2D.java:151", "Method Exit", " returner=se.hig.oodp.lab.model.Vertex2D:2#toString:1, value=""(-2.0, 2.0)"""
"main", "223", "se/hig/oodp/lab/model/figure/Figure.java:125", "Method Returned", " "
"main", "224", "se/hig/oodp/lab/model/figure/Figure.java:125", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=125"
"main", "225", "se/hig/oodp/lab/model/figure/Figure.java:120", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=120"
"main", "226", "se/hig/oodp/lab/model/figure/Figure.java:120", "Variable Write", " context=se.hig.oodp.lab.model.figure.Figure:1#addVerticesToList:1, i=1"
"main", "227", "se/hig/oodp/lab/model/figure/Figure.java:121", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=121"
"main", "228", "se/hig/oodp/lab/model/figure/Figure.java:124", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=124"
"main", "229", "se/hig/oodp/lab/model/figure/Figure.java:124", "Field Read", " context=se.hig.oodp.lab.model.figure.Figure:1, vertices"
"main", "230", "se/hig/oodp/lab/model/figure/Figure.java:125", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=125"
"main", "231", "se/hig/oodp/lab/model/figure/Figure.java:125", "Field Read", " context=se.hig.oodp.lab.utility.DebugLogger, log"
"main", "232", "se/hig/oodp/lab/model/figure/Figure.java:125", "Method Call", " caller=se.hig.oodp.lab.model.figure.Figure:1#addVerticesToList:1, target=se.hig.oodp.lab.model.Vertex2D:3#toString:2"
"main", "233", "se/hig/oodp/lab/model/Vertex2D.java:149", "Method Entered", " "
"main", "234", "se/hig/oodp/lab/model/Vertex2D.java:151", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=151"
"main", "235", "se/hig/oodp/lab/model/Vertex2D.java:151", "Field Read", " context=se.hig.oodp.lab.model.Vertex2D:3, x"
"main", "236", "se/hig/oodp/lab/model/Vertex2D.java:151", "Field Read", " context=se.hig.oodp.lab.model.Vertex2D:3, y"
"main", "237", "se/hig/oodp/lab/model/Vertex2D.java:151", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:3#toString:2, result=""(-1.0, 1.0)"""
"main", "238", "se/hig/oodp/lab/model/Vertex2D.java:151", "Method Exit", " returner=se.hig.oodp.lab.model.Vertex2D:3#toString:2, value=""(-1.0, 1.0)"""
"main", "239", "se/hig/oodp/lab/model/figure/Figure.java:125", "Method Returned", " "
"main", "240", "se/hig/oodp/lab/model/figure/Figure.java:125", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=125"
"main", "241", "se/hig/oodp/lab/model/figure/Figure.java:120", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=120"
"main", "242", "se/hig/oodp/lab/model/figure/Figure.java:127", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=127"
"main", "243", "se/hig/oodp/lab/model/figure/Figure.java:127", "Method Exit", " returner=se.hig.oodp.lab.model.figure.Figure:1#addVerticesToList:1, value=<void>"
"main", "244", "se/hig/oodp/lab/model/figure/Line.java:34", "Method Returned", " "
"main", "245", "se/hig/oodp/lab/model/figure/Line.java:35", "Line Step", " file=se/hig/oodp/lab/model/figure/Line.java, line=35"
"main", "246", "se/hig/oodp/lab/model/figure/Line.java:35", "Method Call", " caller=se.hig.oodp.lab.model.figure.Line:1#se.hig.oodp.lab.model.figure.Line:1, target=se.hig.oodp.lab.model.figure.Line:1#updateCenterPoint:1"
"main", "247", "se/hig/oodp/lab/model/figure/Line.java:41", "Method Entered", " "
"main", "248", "se/hig/oodp/lab/model/figure/Line.java:41", "Variable Write", " context=se.hig.oodp.lab.model.figure.Line:1#updateCenterPoint:1, yFactor=0.0"
"main", "249", "se/hig/oodp/lab/model/figure/Line.java:41", "Variable Write", " context=se.hig.oodp.lab.model.figure.Line:1#updateCenterPoint:1, xFactor=0.0"
"main", "250", "se/hig/oodp/lab/model/figure/Line.java:44", "Line Step", " file=se/hig/oodp/lab/model/figure/Line.java, line=44"
"main", "251", "se/hig/oodp/lab/model/figure/Line.java:44", "Method Call", " caller=se.hig.oodp.lab.model.figure.Line:1#updateCenterPoint:1, target=se.hig.oodp.lab.model.figure.Figure:1#getVertex:1"
"main", "252", "se/hig/oodp/lab/model/figure/Figure.java:104", "Method Entered", " "
"main", "253", "se/hig/oodp/lab/model/figure/Figure.java:104", "Variable Write", " context=se.hig.oodp.lab.model.figure.Figure:1#getVertex:1, n=0"
"main", "254", "se/hig/oodp/lab/model/figure/Figure.java:106", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=106"
"main", "255", "se/hig/oodp/lab/model/figure/Figure.java:106", "Field Read", " context=se.hig.oodp.lab.model.figure.Figure:1, vertices"
"main", "256", "se/hig/oodp/lab/model/figure/Figure.java:111", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=111"
"main", "257", "se/hig/oodp/lab/model/figure/Figure.java:111", "Field Read", " context=se.hig.oodp.lab.model.figure.Figure:1, vertices"
"main", "258", "se/hig/oodp/lab/model/figure/Figure.java:111", "Variable Write", " context=se.hig.oodp.lab.model.figure.Figure:1#getVertex:1, result=se.hig.oodp.lab.model.Vertex2D:2"
"main", "259", "se/hig/oodp/lab/model/figure/Figure.java:111", "Method Exit", " returner=se.hig.oodp.lab.model.figure.Figure:1#getVertex:1, value=se.hig.oodp.lab.model.Vertex2D:2"
"main", "260", "se/hig/oodp/lab/model/figure/Line.java:44", "Method Returned", " "
"main", "261", "se/hig/oodp/lab/model/figure/Line.java:44", "Line Step", " file=se/hig/oodp/lab/model/figure/Line.java, line=44"
"main", "262", "se/hig/oodp/lab/model/figure/Line.java:44", "Method Call", " caller=se.hig.oodp.lab.model.figure.Line:1#updateCenterPoint:1, target=se.hig.oodp.lab.model.Vertex2D:2#getX:1"
"main", "263", "se/hig/oodp/lab/model/Vertex2D.java:35", "Method Entered", " "
"main", "264", "se/hig/oodp/lab/model/Vertex2D.java:37", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=37"
"main", "265", "se/hig/oodp/lab/model/Vertex2D.java:37", "Field Read", " context=se.hig.oodp.lab.model.Vertex2D:2, x"
"main", "266", "se/hig/oodp/lab/model/Vertex2D.java:37", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:2#getX:1, result=-2.0"
"main", "267", "se/hig/oodp/lab/model/Vertex2D.java:37", "Method Exit", " returner=se.hig.oodp.lab.model.Vertex2D:2#getX:1, value=-2.0"
"main", "268", "se/hig/oodp/lab/model/figure/Line.java:44", "Method Returned", " "
"main", "269", "se/hig/oodp/lab/model/figure/Line.java:44", "Line Step", " file=se/hig/oodp/lab/model/figure/Line.java, line=44"
"main", "270", "se/hig/oodp/lab/model/figure/Line.java:44", "Variable Write", " context=se.hig.oodp.lab.model.figure.Line:1#updateCenterPoint:1, v0X=-2.0"
"main", "271", "se/hig/oodp/lab/model/figure/Line.java:45", "Line Step", " file=se/hig/oodp/lab/model/figure/Line.java, line=45"
"main", "272", "se/hig/oodp/lab/model/figure/Line.java:45", "Method Call", " caller=se.hig.oodp.lab.model.figure.Line:1#updateCenterPoint:1, target=se.hig.oodp.lab.model.figure.Figure:1#getVertex:2"
"main", "273", "se/hig/oodp/lab/model/figure/Figure.java:104", "Method Entered", " "
"main", "274", "se/hig/oodp/lab/model/figure/Figure.java:104", "Variable Write", " context=se.hig.oodp.lab.model.figure.Figure:1#getVertex:2, n=0"
"main", "275", "se/hig/oodp/lab/model/figure/Figure.java:106", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=106"
"main", "276", "se/hig/oodp/lab/model/figure/Figure.java:106", "Field Read", " context=se.hig.oodp.lab.model.figure.Figure:1, vertices"
"main", "277", "se/hig/oodp/lab/model/figure/Figure.java:111", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=111"
"main", "278", "se/hig/oodp/lab/model/figure/Figure.java:111", "Field Read", " context=se.hig.oodp.lab.model.figure.Figure:1, vertices"
"main", "279", "se/hig/oodp/lab/model/figure/Figure.java:111", "Variable Write", " context=se.hig.oodp.lab.model.figure.Figure:1#getVertex:2, result=se.hig.oodp.lab.model.Vertex2D:2"
"main", "280", "se/hig/oodp/lab/model/figure/Figure.java:111", "Method Exit", " returner=se.hig.oodp.lab.model.figure.Figure:1#getVertex:2, value=se.hig.oodp.lab.model.Vertex2D:2"
"main", "281", "se/hig/oodp/lab/model/figure/Line.java:45", "Method Returned", " "
"main", "282", "se/hig/oodp/lab/model/figure/Line.java:45", "Line Step", " file=se/hig/oodp/lab/model/figure/Line.java, line=45"
"main", "283", "se/hig/oodp/lab/model/figure/Line.java:45", "Method Call", " caller=se.hig.oodp.lab.model.figure.Line:1#updateCenterPoint:1, target=se.hig.oodp.lab.model.Vertex2D:2#getY:1"
"main", "284", "se/hig/oodp/lab/model/Vertex2D.java:45", "Method Entered", " "
"main", "285", "se/hig/oodp/lab/model/Vertex2D.java:47", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=47"
"main", "286", "se/hig/oodp/lab/model/Vertex2D.java:47", "Field Read", " context=se.hig.oodp.lab.model.Vertex2D:2, y"
"main", "287", "se/hig/oodp/lab/model/Vertex2D.java:47", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:2#getY:1, result=2.0"
"main", "288", "se/hig/oodp/lab/model/Vertex2D.java:47", "Method Exit", " returner=se.hig.oodp.lab.model.Vertex2D:2#getY:1, value=2.0"
"main", "289", "se/hig/oodp/lab/model/figure/Line.java:45", "Method Returned", " "
"main", "290", "se/hig/oodp/lab/model/figure/Line.java:45", "Line Step", " file=se/hig/oodp/lab/model/figure/Line.java, line=45"
"main", "291", "se/hig/oodp/lab/model/figure/Line.java:45", "Variable Write", " context=se.hig.oodp.lab.model.figure.Line:1#updateCenterPoint:1, v0Y=2.0"
"main", "292", "se/hig/oodp/lab/model/figure/Line.java:46", "Line Step", " file=se/hig/oodp/lab/model/figure/Line.java, line=46"
"main", "293", "se/hig/oodp/lab/model/figure/Line.java:46", "Method Call", " caller=se.hig.oodp.lab.model.figure.Line:1#updateCenterPoint:1, target=se.hig.oodp.lab.model.figure.Figure:1#getVertex:3"
"main", "294", "se/hig/oodp/lab/model/figure/Figure.java:104", "Method Entered", " "
"main", "295", "se/hig/oodp/lab/model/figure/Figure.java:104", "Variable Write", " context=se.hig.oodp.lab.model.figure.Figure:1#getVertex:3, n=1"
"main", "296", "se/hig/oodp/lab/model/figure/Figure.java:106", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=106"
"main", "297", "se/hig/oodp/lab/model/figure/Figure.java:106", "Field Read", " context=se.hig.oodp.lab.model.figure.Figure:1, vertices"
"main", "298", "se/hig/oodp/lab/model/figure/Figure.java:111", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=111"
"main", "299", "se/hig/oodp/lab/model/figure/Figure.java:111", "Field Read", " context=se.hig.oodp.lab.model.figure.Figure:1, vertices"
"main", "300", "se/hig/oodp/lab/model/figure/Figure.java:111", "Variable Write", " context=se.hig.oodp.lab.model.figure.Figure:1#getVertex:3, result=se.hig.oodp.lab.model.Vertex2D:3"
"main", "301", "se/hig/oodp/lab/model/figure/Figure.java:111", "Method Exit", " returner=se.hig.oodp.lab.model.figure.Figure:1#getVertex:3, value=se.hig.oodp.lab.model.Vertex2D:3"
"main", "302", "se/hig/oodp/lab/model/figure/Line.java:46", "Method Returned", " "
"main", "303", "se/hig/oodp/lab/model/figure/Line.java:46", "Line Step", " file=se/hig/oodp/lab/model/figure/Line.java, line=46"
"main", "304", "se/hig/oodp/lab/model/figure/Line.java:46", "Method Call", " caller=se.hig.oodp.lab.model.figure.Line:1#updateCenterPoint:1, target=se.hig.oodp.lab.model.Vertex2D:3#getX:2"
"main", "305", "se/hig/oodp/lab/model/Vertex2D.java:35", "Method Entered", " "
"main", "306", "se/hig/oodp/lab/model/Vertex2D.java:37", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=37"
"main", "307", "se/hig/oodp/lab/model/Vertex2D.java:37", "Field Read", " context=se.hig.oodp.lab.model.Vertex2D:3, x"
"main", "308", "se/hig/oodp/lab/model/Vertex2D.java:37", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:3#getX:2, result=-1.0"
"main", "309", "se/hig/oodp/lab/model/Vertex2D.java:37", "Method Exit", " returner=se.hig.oodp.lab.model.Vertex2D:3#getX:2, value=-1.0"
"main", "310", "se/hig/oodp/lab/model/figure/Line.java:46", "Method Returned", " "
"main", "311", "se/hig/oodp/lab/model/figure/Line.java:46", "Line Step", " file=se/hig/oodp/lab/model/figure/Line.java, line=46"
"main", "312", "se/hig/oodp/lab/model/figure/Line.java:46", "Variable Write", " context=se.hig.oodp.lab.model.figure.Line:1#updateCenterPoint:1, v1X=-1.0"
"main", "313", "se/hig/oodp/lab/model/figure/Line.java:47", "Line Step", " file=se/hig/oodp/lab/model/figure/Line.java, line=47"
